chapter,word,translation
11.3,extinct volcano,死火山
11.3,cleaning products,清理产品
11.3,placement test,分班测试
11.3,company premises,公司地址
11.3,leisure activities,休闲活动
11.3,senior advisor,高级顾问
11.3,visual aids,视觉辅助工具
11.3,fossil remains,残存化石
11.3,human interference,人为干扰
11.3,natural routine work,日常工作
11.3,coffee bar,咖啡吧
11.3,shop display,商品展示
11.3,personal service,个人服务
11.3,current study,当前研究
11.3,video approach,录像研究方法
11.3,job opportunities,工作机会
11.3,higher fees,更高价格
11.3,borrowed language,外来语
11.3,confidence building,建立自信
11.3,numeracy skill,计算能力
11.3,networking opportunities,网络机遇
11.3,research method,调查方式
11.3,audio recording,音频录制
11.3,lack of participation,缺乏参与
11.3,community reference,社区推荐信
11.3,council meeting,议会会议
11.3,renewable energy,再生资源
11.3,nuclear plants,核电站
11.3,traditional resource,传统资源
11.3,small electric equipment,小电子设备
11.3,solar panel,太阳能电池板
11.3,sports shoes,运动鞋
11.3,poor paying,报酬低的
11.3,overseas training,海外训练
11.3,no chemical reaction,无化学反应
11.3,current material,现有材料
11.3,brief notes,简要记录
11.3,supportive atmosphere,互助气氛
11.3,essential training,基本训练
11.3,university support staff,大学服务人员
11.3,background reading,背景阅读
11.3,online forum,在线论坛
11.3,soil sample,土壤样本
11.3,blood pressure,血压
11.3,stress level,压力级别
11.3,school stadiums,校体育馆
11.3,school gym,校健身房
11.3,less oxygen,缺氧
11.3,accurate date,确切日期
11.3,similar age,相似年龄
11.3,sports activities,体育活动
11.3,art institution,艺术机构
11.3,abstract design,抽象设计
11.3,largest proportion,最大比例
11.3,observation checklist,观察清单
11.3,non-observation method,非观察手段
11.3,test results,测试结果
11.3,original jewellery,原样珠宝
11.3,wood curve,木材弯曲
11.3,crisis management,危机管理
11.3,monitoring progress,监管进程
11.3,program assessment,程序评定
11.3,team building,团队建设
11.3,budget management,预算管理
11.3,finding investment,寻找投资
11.3,insufficient revenue,财政收入不足
11.3,food shortage,食物缺乏
11.3,power cut,停电
11.3,visual guidance,视觉引导
11.3,information resources,信息来源
11.3,reference letter,推荐信
11.3,flexible study time,灵活的学习时间
11.3,lab facilities,实验室设备
11.3,medicine science,医学
11.3,engine capacity,发动机容量
11.3,greater utility,更大的用处
11.3,safe car,安全车辆
11.3,extra height,额外高度
11.3,field of vision,视野
11.3,commercial applications,商业应用
11.3,economic purpose,经济目的
11.3,higher cost,更高成本
11.3,cost of insurance,保险费用
11.3,destination desert,目的地沙漠
11.3,marine desert,海洋沙漠
11.3,social interactions,社会交往
11.3,unexpected noise,未预料的噪声
11.3,unbalanced skill improvements,不平衡的技能提高
11.3,gradual way,渐进的方式
11.3,job responsibilities,工作责任
11.3,local faculty,当地部门
11.3,material background,材料背景
11.3,unanswered questions,未回答的问题
11.3,standard format,标准格式
11.3,practical knowledge,实用知识
11.3,business journalism,商务新闻
11.3,scientific term,科学术语
11.3,childish language,幼稚的语言
11.3,seed germination,种子发芽
11.3,objective matters,客观的问题
11.3,housing project,住宅项目
11.3,colors and fonts,颜色和字体
11.3,book allowance,图书津贴
11.3,open day,开放日
11.3,social reforms,社会改革
11.3,academic performance,学业成绩
11.3,household appliances,家用设备
11.3,conflicting opinions,意见冲突
11.4,code,密码
11.4,maximum,最大的
11.4,coconut,椰子
11.4,mould,模具
11.4,machinery,机械化的
11.4,elastic,有弹性的
11.4,vertical,垂直的
11.4,accountable,有责任的
11.4,decisions,决定
11.4,seasonal,季节的
11.4,herds,群
11.4,clay,黏土
11.4,eco-cement,生态水泥
11.4,nuts,坚果
11.4,arrows,箭头
11.4,spears,矛
11.4,concentrated,注意的
11.4,shipping,运输
11.4,segments,部分
11.4,germs,细菌
11.4,corn,玉米
11.4,insects,昆虫
11.4,coastline,海岸线
11.4,critical,批判的，核心的
11.4,cognition,认识
11.4,emotion,感情
11.4,intelligence,情报，智力
11.4,connected,连接的
11.4,self-centred,自我的
11.4,passive,消极的，被动的
11.4,stimulation,刺激，鼓励
11.4,lid,盖子
11.4,gravity,重力
11.4,stems,茎
11.4,obstacles,困难
11.4,mechanism,进程，机械装置
11.4,seminar,研讨会
11.4,drought,干旱
11.4,erosion,腐蚀
11.4,digestion,消化
11.4,furniture,家具
11.4,retail,零售
11.4,maturity,成熟
11.4,postal,邮政的
11.4,self-evaluation,自我评估
11.4,random,随机的
11.4,cost-effective,性价比高的
11.4,navigate,航行
11.4,genetic,基因的
11.4,density,密度
11.4,triangle,三角
11.4,cliffs,悬崖
11.4,comprehension,理解
11.4,format,格式
11.4,irrigation,灌溉
11.4,contaminants,污染物
11.4,soldiers,士兵
11.4,concrete,混凝土
11.4,lifespan,寿命
11.4,therapy,疗法，理疗
11.4,temperature,温度
11.4,fluids,液体
11.4,kidney,肾
11.4,sustainable,可忍受的
11.4,portable,便携的
11.4,excitement,激动
11.4,mammal,哺乳动物
11.4,breathe,呼吸
11.4,pollutants,污染物
11.4,guidelines,方针政策
11.4,mapping,制图
11.4,calculator,计算器
11.4,perfumes,香水
11.4,exploration,探索
11.4,toothache,牙痛
11.4,pirates,海盗
11.4,powder,粉
11.4,cosmetics,化妆品
11.4,carpets,地毯
11.4,tunnel,隧道
11.4,packaging,打包
11.4,worms,虫子
11.4,odor,气味
11.4,butterflies,蝴蝶
11.4,bacteria,细菌
11.4,protein,蛋白质
11.4,migration,迁徙
11.4,morality,道德
11.4,situational,环境造成的
11.4,aspirations,渴望
11.4,amber,琥珀
11.4,tolerance,容忍
11.4,contribution,贡献
11.4,humidity,潮湿度
11.4,barrier,阻碍
11.4,tuna,金枪鱼
11.4,gill,鳃
11.4,cables,电缆
11.4,oyster,生蚝
11.4,guessing,推测
11.4,relaxation,放松
11.4,concentration,注意力
11.4,literacy,读写能力
11.4,predators,捕食者
11.4,molt,脱毛
11.4,diversity,多样性
11.4,cement,水泥
11.4,cognitive,认知的
11.4,peers,同龄人
11.4,rational,理性的
11.4,willing,意愿的
11.4,instinct,天性，本能
11.4,reward,报酬
11.4,boiler,水壶
11.4,monument,纪念堂
11.4,drawback,缺点
11.4,obligation,义务
11.4,responsibility,责任
11.4,rags,破布
11.4,rainbow,彩虹
11.4,desert,沙漠
11.4,lizard,蜥蜴
11.4,institution,机构
11.4,authority,权威
11.4,shrimps,虾
11.4,moisture,潮湿
11.4,ultraviolet,紫外线
11.4,bubble,气泡
11.4,passion,激情
11.4,responsible,负责的
11.4,landmarks,路标
11.4,robots,机器人
11.4,psychology,心理学
11.4,varied,变化的
11.4,planet,星球
11.4,ethnics,人种学，少数民族
11.4,nomad,游牧民族
11.4,eggplant,茄子
11.4,camel,骆驼
11.4,slaves,奴隶
11.4,vegetation,植被
11.4,lighting,灯光
11.4,fossil,化石
11.4,grocery,杂货店
11.4,numerous,很多的
11.4,repellent,排斥的，驱虫剂
11.4,odd,古怪的
11.4,factual,事实的
11.4,purple,紫色
11.4,consolidation,巩固
11.4,conscious,有意识的
11.4,auditory,听觉
11.4,symptom,症状
11.4,medication,药物治疗
11.4,intimate,亲密的
11.4,nightmare,噩梦
11.4,teaspoon,茶匙
11.4,beetroot,甜菜根
11.4,retrieval,检索
11.4,prompt,促使，激励，迅速的，敏捷的
11.4,impairment,损害
11.4,autism,自闭症
11.4,autistic,患自闭症的
11.4,textile,纺织品，纺织
11.4,long-lasting,持久的
11.4,poisonous,有毒的
11.4,medal,奖章
11.4,additive,添加剂
11.4,ingredient,成分
11.4,consumer,消费者
11.4,colony,殖民地
11.4,cultivation,栽培
11.4,consumption,消费
11.4,accept,接受
11.4,emotions,情绪
11.4,purpose,目的
11.4,rivals,竞争对手
11.4,complex,复杂的
11.4,timber,木材
11.4,fertilizer,肥料
11.4,rabbit,兔子
11.4,microscope,显微镜
11.4,nutrition,营养
11.4,flavour,味道
11.4,drugs,药物
11.4,whistle,吹口哨
11.4,instinctive,本能的
11.4,preserved,保存的
11.4,poet,诗人
11.4,antibiotic,抗生素
11.4,wildlife,野生动物
11.4,landmark,地标
11.4,chemicals,化学品
11.4,restrained,克制的
11.4,documentation,文档
11.4,tutorials,教程
11.4,reflective,反射的
11.4,journalism,新闻
11.4,depth,深度
11.4,remember,记得
11.4,navigational,航行的
11.4,signature,签名
11.4,evolution,进化
11.4,commerce,商业
11.4,standard,标准
11.4,Greek,希腊人
11.4,dominant,占主导地位的
11.4,mixture,混合物
11.4,hospitality,好客
11.4,symbols,符号
11.4,flavours,口味
11.4,enlargement,扩大
11.4,critics,评论家
11.4,protected,受保护的
11.4,infection,感染
11.4,stimulate,刺激
11.4,description,描述
11.4,lonely,孤独的
11.4,industrial,工业的
11.4,trumpet,小号
11.4,receiver,接收机
11.4,magnet,磁铁
11.4,pottery,陶器
11.4,lions,狮子
11.4,emperor,皇帝
11.4,feathers,羽毛
11.4,wealth,财富
11.4,taxes,税
11.4,saliva,唾液，口水
11.4,cleanliness,清洁度
11.4,excavation,挖掘
11.4,pumice,浮石
11.4,luxurious,豪华的
11.4,physician,医师
11.4,unsanitary,不卫生的
11.4,outbreaks,爆发
11.4,craft,工艺
11.4,associations,协会
11.4,commercial,商业的
11.4,chemist,化学家
11.4,acid,酸
11.4,shelter,避难所
11.4,nectar,花蜜
11.4,disinfectant,消毒剂
11.4,ecologist,生态学家
11.4,composition,组成
11.4,nutrients,营养素
11.4,indigenous,原住的
11.4,tropical,热带的
11.4,ecosystem,生态系统
11.4,dense,茂密的
11.4,ideal,理想的
11.4,session,会议
11.4,quantity,数量
11.4,indication,指示
11.4,watermills,水车
11.4,windmills,风车
11.4,textiles,纺织品
11.4,fabrics,面料
11.4,lace,花边
11.4,ribbons,色带，缎带
11.4,enormous,巨大的
11.4,carts,购物车
11.4,canals,运河
11.4,knowledgeable,知识渊博的
11.4,retailing,零售业
11.4,entrepreneurs,企业家
11.4,visibility,能见度
11.4,potential,潜在的
11.4,explosion,爆炸
11.4,necessities,必需品
11.4,unimaginable,难以想象的
11.4,arid,干旱
11.4,charcoal,木炭
11.4,dependable,可靠的
11.4,livestock,家畜
11.4,notable,值得注意的
11.4,cereals,谷物
11.4,preservation,保存的
11.4,additional,额外的
11.4,initiative,主动权；主动的
11.4,original,原版的
11.4,proposal,提案
11.4,phase,（电的）相，阶段
11.4,companionship,情谊，友谊
11.4,spray,喷剂
11.4,evaporation,蒸发
11.4,stability,稳定
11.4,calculation,计算器
11.4,eclipse,日食，月食
11.4,rumor,谣言
11.4,frustration,挫折
11.4,claw,爪子
11.4,cushion,靠垫
11.4,damp,潮湿阴暗的
11.4,mobility,活动性
11.4,durable,持久的，耐用的
11.4,pharmacy,药店
11.4,manufacturing,制造的
11.4,inscription,刻字
11.4,judo,柔道
11.4,apron,围裙
11.4,automotive,汽车的
11.4,courtyard,庭院
11.4,introductory,介绍的
11.4,rationale,基本原理，根本原因
11.4,evaluative,评价的，估值的
11.4,hawk,鹰
11.4,portrait,肖像
11.4,virtuous,道德高尚的
11.4,obstacle,障碍
11.4,relevance,相关性
11.4,album,相册
11.4,fragile,脆弱的，易碎的
11.4,catering,餐饮
11.4,dissatisfaction,不满意
11.4,controversial,有争议的
11.4,faulty,错误的
11.4,procedure,程序
11.4,ethical,伦理的，道德的
11.4,correlation,联系，相关
11.4,hormone,激素，荷尔蒙
11.4,accessible,可接近的
11.4,sandal,凉鞋
11.4,horticulture,园艺学，园艺
11.4,sector,部门
11.4,artificial,人工的
11.4,sweetener,甜味剂
11.4,obesity,肥胖
11.4,knitting,编织
11.4,maintenance,维持，维修
11.4,pedestrian,行人
11.4,pavilion,亭子
11.4,scheme,方案
11.4,congestion,拥挤
11.4,affordable,支付得起的
11.4,skeleton,骨架
11.4,animation,动画，动画片
11.4,apprenticeship,学徒期
11.4,refurbishment,翻新，整修
11.4,texture,质地，质感
11.4,kingfisher,翠鸟
11.4,scary,吓人的
11.4,meditation,冥想
11.4,jealousy,妒忌
11.4,initiation,入门，初学
11.4,ardent,热烈的，激情的
11.4,capitalism,资本主义
11.4,inspiration,灵感
11.4,profound,强烈的，极度的，深刻的
11.4,depression,忧郁，沮丧
11.4,resilience,弹性，复原能力
11.4,attic,阁楼
11.4,cardboard,纸板
11.4,nucleus,核
11.4,cuisine,饮食
11.4,coincidence,巧合
11.4,methodology,方法论
11.4,variable,变量
11.4,adolescent,青少年
11.4,intense,强烈的
11.4,collaboration,合作
11.4,maternity,母亲身份
11.4,tractor,拖拉机
11.4,packet,小包，小盒子，包装
11.4,modification,改变，修改
11.4,garment,服装
11.4,hardship,艰难
11.4,linen,亚麻，床单
11.4,hemp,麻类植物
11.4,dominance,主导，占优势
11.4,herb,草药
11.4,patio,院子，天井，平台
11.4,agenda,议事日程
11.4,pavement,人行道
11.4,fume,烟雾，气
11.4,railing,栏杆
11.4,ramp,坡道，斜坡
11.4,emission,排放，散发
11.4,extinction,灭绝
11.4,spice,香料
11.4,voyage,航海，航行
11.4,low impact,小冲击
11.4,alternative energy,新能源
11.4,roads and bridges,路和桥
11.4,high absence rate,高缺席率
11.4,persuasive writing,说服性文章
11.4,academic essays,学术论文
11.4,ocean conditions,海洋条件
11.4,study ability,学习能力
11.4,simple memories,简单回忆
11.4,information sector,信息部门
11.4,digital store,数码商店
11.4,volcanic dust,火山灰
11.4,bar code,条形码
11.4,climate change,气候变化
11.4,learning difficulty,学习障碍
11.4,reading difficulty,阅读障碍
11.4,low nutrition,缺乏营养
11.4,desert habitat,沙漠栖息地
11.4,no change,无变化
11.4,extra resources,额外资源
11.4,private property,私人财产
11.4,fruit growing,果树栽培
11.4,specialised software,专业软件
11.4,chewing gum,口香糖
11.4,water pipes,水管
11.4,big company,大公司
11.4,action plan,行动计划
11.4,window glass,窗玻璃
11.4,road building,道路建设
11.4,knife handle,刀柄
11.4,olive oil,橄榄油
11.4,goat skin,山羊皮
11.4,high temperatures,高温度
11.4,land bridge,陆桥
11.4,fresh meat,鲜肉
11.4,food intake,食物摄入
11.4,eating pattern,吃饭习惯
11.4,transport museum,交通博物馆
11.4,water tanks,水箱
11.4,government election,政府选举
11.4,car tax,购车税
11.4,food chain,食物链
11.4,textile factory,纺织厂
11.4,tea tree oil,茶树油
11.4,video cameras,摄像机
11.4,carbon dioxide,二氧化碳
11.4,global warming,全球变暖
11.4,online service,在线服务
11.4,social activities,社会活动
11.4,further training,进阶训练
11.4,internal flight,国内航线
11.4,traffic flow,车流量
11.4,short stroke,短笔画
11.4,large-scale housing,大面积住房区域
11.4,group meeting,团队会议
11.4,standard feedback,标准反馈
11.4,mission statement,任务清单
11.4,training session,训练阶段
11.4,soil damage,土壤损害
11.4,broken axe,损坏的斧子
11.4,fish bones,鱼骨
11.4,triangle-shaped,三角形的
11.4,absence rate,缺席率
11.4,green tax,环保税
11.4,transport service,运输服务
11.4,sleeping disturbance,睡眠障碍
11.4,public square,广场
11.4,feeding time,喂食时间
11.4,vertical cabin,垂直座舱
11.4,ask for apology,寻求道歉
11.4,voices and faces,声音和脸
11.4,heart rate,心率
11.4,red blood cell,红细胞
11.4,Indian tribes,印第安部落
11.4,grain pattern,谷物图案
11.4,prime motivation,主要动机
11.4,streets and roads,街道和公路
11.4,forest planet,森林星球
11.4,ship building,造船
11.4,natural fiber,天然纤维
11.4,melting pot,熔炉
11.4,carbon mining,碳矿
11.4,fishing lesson,钓鱼课程
11.4,known world,熟悉的世界
11.4,silver coins,银币
11.4,Roman emperor,罗马皇帝
11.4,social conformity,社会从众性
11.4,law firm,律师事务所
11.4,protective clothing,防护衣物
11.4,market share,市场 占有率
11.4,reflective practice,应激训练
11.4,habitat loss,栖息地丧失
11.4,rich experiences,丰富经历
11.4,zero noisy,无噪声的
11.4,durable contracture,持久性痉挛
11.4,land resources,陆地资源
11.4,fish farming,鱼类养殖
11.4,hospitality industry,酒店管理
11.4,time and sequence,时间和顺序
11.4,language barrier,语言障碍
11.4,wealthy people,富有的人
11.4,food prices,食物价格
11.4,presence rate,出勤率
11.4,direct route,直达路线
11.4,tracking devices,跟踪设备
11.4,operation manager,执行经理
11.4,fish hooks,鱼钩
11.4,rare glass,稀有玻璃
11.4,cooperation process,合作过程
11.4,social glue,社会黏性
11.4,carpet case,地毯箱
11.4,transport system,交通系统
11.4,hand torch,手电筒
11.4,boring content,乏味的内容
11.4,traditional lecture,传统课程
11.4,regular basis,常规基础
11.4,extreme sports,极限运动
11.4,lifestyle sports,生活方式运动
11.4,better equipment,更好的设备
11.4,traditional sports,传统运动
11.4,restricted regulations,限制规定
11.4,regular training,常规训练
11.4,individual competition,个人竞争
11.4,sense of community,社区意识
11.4,salt content,盐分含量
11.4,rice cultivation,稻株栽培
11.4,skin of frog,青蛙的皮肤
11.4,glass bottle,玻璃瓶
11.4,open roof,开放式房顶
11.4,sand base,沙基
11.4,high protein,高蛋白
11.4,fiber diet,纤维食物
11.4,constant temperature,恒温
11.4,average size,平均尺寸
11.4,good eyesight,好视力
11.4,major illness,主要的疾病
11.4,quality of life,生活质量
11.4,physical changes,物理变化
11.4,particular disease,特殊疾病
11.4,dark blue veil,深蓝色面纱
11.4,scientific backup,科学支持
11.4,migration patterns,迁徙类型
11.4,preserved remains,保留的遗迹
11.4,mineral soil,矿物质土壤
11.4,tape measure,卷尺
11.4,soft sediment,松软沉积物
11.4,plant pot,植物盆栽
11.4,estate agent,房产经纪人
11.4,botanic garden,植物园
11.4,emergency locator beacon,应急定位器信标
11.4,digestive problem,消化问题
11.4,red blood cells,红细胞
11.4,weight loss,减肥
11.4,fishing net,渔网
11.4,pigeons and rats,鸽子和老鼠
11.4,still water,静止的水
11.4,stored temperature,储存温度
11.4,frozen food,冷冻食品
11.4,administration officer,行政官员
11.4,machines or robots,机器或机器人
11.4,smooth ride,平稳的骑
11.4,rubber tyre,橡胶轮胎
11.4,desert locations,沙漠地区
11.4,southern Scotland,苏格兰南部
11.4,head offices,总部
11.4,global market,全球市场
11.4,safe environment,安全的环境
11.4,hearing loss,听力损失
11.4,maintain the gene diversity,保持基因多样性
11.4,hinder domestic smells,阻碍内部的气味
11.4,transport costs,运输成本
11.4,cleansing properties,清洁特性
11.4,gum tree,胶树
11.4,gene diversity,基因多样性
11.4,multiple tasks,多种工作
